text_column,tokenized_text
"More than two million Indonesians gathered at MonasJakarta this morning to pray together and show their support for Palestine
Presiden Joko Widodo
SavePalestine
HelpPalestine
PrayForPalestine
WeStandWithPalestine","['two', 'million', 'indonesians', 'gathered', 'monasjakarta', 'morning', 'pray', 'together', 'show', 'support', 'palestine', 'presiden', 'joko', 'widodo', 'savepalestine', 'helppalestine', 'prayforpalestine', 'westandwithpalestine']"
"CALL FOR CEASEFIRE NOW
ceasefirenow PrayForPalestine","['call', 'ceasefire', 'ceasefirenow', 'prayforpalestine']"
This is Indonesia for PALESTINE savepalestine indonesiastandwithpalestine palestinewillbefree PrayForPalestine palestinevictory,"['indonesia', 'palestine', 'savepalestine', 'indonesiastandwithpalestine', 'palestinewillbefree', 'prayforpalestine', 'palestinevictory']"
stopgenocide stopkillingkids prayforpalestine freepalestine  From Indonesia ,"['stopgenocide', 'stopkillingkids', 'prayforpalestine', 'freepalestine', 'indonesia']"
"The Alkhidmat Foundation Woman Wing is endeavoring to provide essential supplies to the people of Gaza

PrayforPalestine 
Palestine Gaza PrayForPalestine Pakistan Alkhidmat","['alkhidmat', 'foundation', 'woman', 'wing', 'endeavoring', 'provide', 'essential', 'supplies', 'people', 'gaza', 'prayforpalestine', 'palestine', 'gaza', 'prayforpalestine', 'pakistan', 'alkhidmat']"
May Allah swt send His Greatest help to the people of Gaza May Allah swt grant victory to the Palestineans May Allah swt protects all of you Aamiin ya Rabbal Alamiin prayforGaza prayforPalestine FreePalestine CeaseFireInGaza CeasefireNOW solidaritywithpalestine,"['may', 'allah', 'swt', 'send', 'greatest', 'help', 'people', 'gaza', 'may', 'allah', 'swt', 'grant', 'victory', 'palestineans', 'may', 'allah', 'swt', 'protects', 'aamiin', 'ya', 'rabbal', 'alamiin', 'prayforgaza', 'prayforpalestine', 'freepalestine', 'ceasefireingaza', 'ceasefirenow', 'solidaritywithpalestine']"
"Good morning May Allah bless you with health and prosperity on this dayAzaan Prayer Namaz Muslims PrayForPalestine PrayForGazan gaza bycottIsrealProducts bycottisrealproducts bycott bycottmacdonald ALQuran
Hadees Nabvi
FarmanEIlahi
urdu ","['good', 'morning', 'may', 'allah', 'bless', 'health', 'prosperity', 'dayazaan', 'prayer', 'namaz', 'muslims', 'prayforpalestine', 'prayforgazan', 'gaza', 'bycottisrealproducts', 'bycottisrealproducts', 'bycott', 'bycottmacdonald', 'alquran', 'hadees', 'nabvi', 'farmaneilahi', 'urdu']"
Its ccrazy to think how the people that got bullied by Hitler are now the bullies At one point they were begging for peace and now they couldnt care less about it the world is a shambles PrayForPalestine,"['ccrazy', 'think', 'people', 'got', 'bullied', 'hitler', 'bullies', 'one', 'point', 'begging', 'peace', 'couldnt', 'care', 'less', 'world', 'shambles', 'prayforpalestine']"
"FreePalestineNow 
PalestineUnderAttack
PalestineGenocide 
PalestineHolocaust 
PrayForPalestine
A gift from Indonesia for our brothers and sisters the guardians and defenders of the land of Syria Palestine With our souls with our blood we sacrifice for you O Aqsa
Israel is a TERRORIST STATE ","['freepalestinenow', 'palestineunderattack', 'palestinegenocide', 'palestineholocaust', 'prayforpalestine', 'gift', 'indonesia', 'brothers', 'sisters', 'guardians', 'defenders', 'land', 'syria', 'palestine', 'souls', 'blood', 'sacrifice', 'aqsa', 'israel', 'terrorist', 'state']"
IsraelisATerorristState,['israelisaterorriststate']
FreePalaestine,['freepalaestine']
FreeGazaNow,['freegazanow']
"Only to Him we seek
Only Him who guides

blessed
PrayForPalestine
FreePalestine","['seek', 'guides', 'blessed', 'prayforpalestine', 'freepalestine']"
"Words can’t even……… 

Palestine PalestinianLivesMatter prayforpalestine gaza Gazagenocide IsrealPalestineconflict PrayForPalestine IsraelTerrorists PalestineGenocide
PalestineWar GazaHospital IsraelAttack GazaUnderAttack GazaUnderSiege CeasefireForGazaNOW","['words', 'palestine', 'palestinianlivesmatter', 'prayforpalestine', 'gaza', 'gazagenocide', 'isrealpalestineconflict', 'prayforpalestine', 'israelterrorists', 'palestinegenocide', 'palestinewar', 'gazahospital', 'israelattack', 'gazaunderattack', 'gazaundersiege', 'ceasefireforgazanow']"
"Pakistan has not given Ukraine which is at war with Russia any weapons and it has no intention of doing so
ukraine palestine PrayForPalestine IsraeliCrimes RussiaWar","['pakistan', 'given', 'ukraine', 'war', 'russia', 'weapons', 'intention', 'ukraine', 'palestine', 'prayforpalestine', 'israelicrimes', 'russiawar']"
"Despite the prevalence of playing games Palestinian children contend with dire circumstances and a constant battle for survival

Palestine Gaza PrayForPalestine Pakistan","['despite', 'prevalence', 'playing', 'games', 'palestinian', 'children', 'contend', 'dire', 'circumstances', 'constant', 'battle', 'survival', 'palestine', 'gaza', 'prayforpalestine', 'pakistan']"
"AsslamuAllekum
GoodMorningTwitterWorld 
Do you not know that the sovereignty of the earth and the heavens is for Allah alone and besides Allah there is no one else worthy of your devotion and help Quran 2107 FreePalaestine PrayForPalestine GazaUnderAttack GazaGenocide ShamsT","['asslamuallekum', 'goodmorningtwitterworld', 'know', 'sovereignty', 'earth', 'heavens', 'allah', 'alone', 'besides', 'allah', 'one', 'else', 'worthy', 'devotion', 'help', 'quran', '2107', 'freepalaestine', 'prayforpalestine', 'gazaunderattack', 'gazagenocide', 'shamst']"
This video broke me tonight We never know kan how our life could inspireaffect other people Lagi2 kalau mmg kita pempengaruh This is really really sad  PrayForPalestine,"['video', 'broke', 'tonight', 'never', 'know', 'kan', 'life', 'could', 'inspireaffect', 'people', 'lagi2', 'kalau', 'mmg', 'kita', 'pempengaruh', 'really', 'really', 'sad', 'prayforpalestine']"
Hope the other leaders also wake up PrayForPalestine,"['hope', 'leaders', 'also', 'wake', 'prayforpalestine']"
The  is with Palestine But some of our pretentious muslim brothers are acting weird prayforPalestine,"['palestine', 'pretentious', 'muslim', 'brothers', 'acting', 'weird', 'prayforpalestine']"
"Alkhidmat Foundations Womans Wing bringing hope to the people of  Gaza one blanket bring childrens smile light up their darkest days
6015
Palestine Gaza PrayForPalestine Pakistan Alkhidmat","['alkhidmat', 'foundations', 'womans', 'wing', 'bringing', 'hope', 'people', 'gaza', 'one', 'blanket', 'bring', 'childrens', 'smile', 'light', 'darkest', 'days', '6015', 'palestine', 'gaza', 'prayforpalestine', 'pakistan', 'alkhidmat']"
Sending prayers and hope for peace to the people of Gaza and Palestine  PrayForGaza PrayForPalestine,"['sending', 'prayers', 'hope', 'peace', 'people', 'gaza', 'palestine', 'prayforgaza', 'prayforpalestine']"
"Make dua for our brothers and sisters of Palestine 
FreePalestine 
PrayForPalestine
FreePalaestine 
FreePalestine 
WeStandWithPalestine 
WeStandWithGaza","['make', 'dua', 'brothers', 'sisters', 'palestine', 'freepalestine', 'prayforpalestine', 'freepalaestine', 'freepalestine', 'westandwithpalestine', 'westandwithgaza']"
Ayeza Khan responds to criticism over Palestine post AyezaKhan CelebrityNews PrayforPalestine ,"['ayeza', 'khan', 'responds', 'criticism', 'palestine', 'post', 'ayezakhan', 'celebritynews', 'prayforpalestine']"
"Pray for palestine

PrayForPalestine","['pray', 'palestine', 'prayforpalestine']"
"Let no one seduce you with vain thoughts it is precisely these things that kindle the anger of God against rebellious men


PalestineGenocide 
PrayForPalestine","['let', 'one', 'seduce', 'vain', 'thoughts', 'precisely', 'things', 'kindle', 'anger', 'god', 'rebellious', 'men', 'palestinegenocide', 'prayforpalestine']"
"Allahhuakbar
Allahhuakbar

FREEPALAESTINE prayforpalestine gazaunderattack gazagenocide
Imshamstrz","['allahhuakbar', 'allahhuakbar', 'freepalaestine', 'prayforpalestine', 'gazaunderattack', 'gazagenocide', 'imshamstrz']"
"A victim of ısraelTerrorists

Palestine PalestinianLivesMatter prayforpalestine gaza Gazagenocide IsrealPalestineconflict PrayForPalestine IsraelTerrorists PalestineGenocide PalestineWar GazaHospital IsraelAttack GazaUnderAttack GazaUnderSiege CeasefireForGazaNOW","['victim', 'ısraelterrorists', 'palestine', 'palestinianlivesmatter', 'prayforpalestine', 'gaza', 'gazagenocide', 'isrealpalestineconflict', 'prayforpalestine', 'israelterrorists', 'palestinegenocide', 'palestinewar', 'gazahospital', 'israelattack', 'gazaunderattack', 'gazaundersiege', 'ceasefireforgazanow']"
"FreePalaestine
FreePalaestine 
PrayForPalestine
IMshamstrz","['freepalaestine', 'freepalaestine', 'prayforpalestine', 'imshamstrz']"
"The bombings near the Indonesian Hospital in Gaza are a tragic reminder of the devastating impact of war Innocent lives lost families shattered 
And still Israel calls it self defence
CeasefireInGazaNOW PrayForGaza 
 PrayForPalestine PeaceAndJustice
 GazaGeniocide…","['bombings', 'near', 'indonesian', 'hospital', 'gaza', 'tragic', 'reminder', 'devastating', 'impact', 'war', 'innocent', 'lives', 'lost', 'families', 'shattered', 'still', 'israel', 'calls', 'self', 'defence', 'ceasefireingazanow', 'prayforgaza', 'prayforpalestine', 'peaceandjustice']"
"The whole of America and Europe should stand behind the Israelis victory or martyrdom is the only way for us AbuUbaida

 FreePalestine PrayForPalestine Gaza GazaGenocide GazaHolocaust Loki Bitcoin BANGYEDAM Ethereum SaraAliKhan goldprice Bhakts Omegle Gaza","['whole', 'america', 'europe', 'stand', 'behind', 'israelis', 'victory', 'martyrdom', 'way', 'us', 'abuubaida', 'freepalestine', 'prayforpalestine', 'gaza', 'gazagenocide', 'gazaholocaust', 'loki', 'bitcoin', 'bangyedam', 'ethereum', 'saraalikhan', 'goldprice', 'bhakts', 'omegle', 'gaza']"
"The sky of Gaza is illuminated by flash BOMBs dropped by the occupation IsraelisaGenocidalState IsraelTerrorists FreePalestineNow 
Prayforgaza
PrayForPalestine 
AlAqsaFlood 
AlAqsaNeedsAyubi","['sky', 'gaza', 'illuminated', 'flash', 'bombs', 'dropped', 'occupation', 'israelisagenocidalstate', 'israelterrorists', 'freepalestinenow', 'prayforgaza', 'prayforpalestine', 'alaqsaflood', 'alaqsaneedsayubi']"
"AllahHuAkbar
You cannot defeat such a nation that never accepts defeat
FreePalaestine PrayForPalestine GazaUnderAttack GazaGenocide 
IMshamstrz","['allahhuakbar', 'defeat', 'nation', 'never', 'accepts', 'defeat', 'freepalaestine', 'prayforpalestine', 'gazaunderattack', 'gazagenocide', 'imshamstrz']"
"AllahHuAkbar
Unbelievable confidence bravery daring  a grenade was thrown into the barrel of the tank destroying it
FreePalaestine PrayForPalestine GazaUnderAttack GazaGenocide 
","['allahhuakbar', 'unbelievable', 'confidence', 'bravery', 'daring', 'grenade', 'thrown', 'barrel', 'tank', 'destroying', 'freepalaestine', 'prayforpalestine', 'gazaunderattack', 'gazagenocide']"
"Stop Gaza genocide
prayforPalestine
freePalestine","['stop', 'gaza', 'genocide', 'prayforpalestine', 'freepalestine']"
"AsslamuAllekum 
Do not say that our problems are big to Allah but rather tell your problems that our Allah is very great merciful and generous InshaAllah Allah will make everything better one day
FreePalaestine PrayForPalestine GazaUnderAttack GazaGenocide ShamsT 
","['asslamuallekum', 'say', 'problems', 'big', 'allah', 'rather', 'tell', 'problems', 'allah', 'great', 'merciful', 'generous', 'inshaallah', 'allah', 'make', 'everything', 'better', 'one', 'day', 'freepalaestine', 'prayforpalestine', 'gazaunderattack', 'gazagenocide', 'shamst']"
"Well said Rangers fan David

I hope many more Rangers fans speak out about the Genocide taking place in Gaza right now 
PrayForPalestine ","['well', 'said', 'rangers', 'fan', 'david', 'hope', 'many', 'rangers', 'fans', 'speak', 'genocide', 'taking', 'place', 'gaza', 'right', 'prayforpalestine']"
"With 75 years under occupation Palestine dont need peace We want freedom 

WestandwithPalestine raiseVoiceForPalestine FreePalestine PrayForPalestine PalestinianLivesMatter","['75', 'years', 'occupation', 'palestine', 'dont', 'need', 'peace', 'want', 'freedom', 'westandwithpalestine', 'raisevoiceforpalestine', 'freepalestine', 'prayforpalestine', 'palestinianlivesmatter']"
"Even Birds Know Israel Is Terrorist Nation
Free Palestine 
Pray For Palestinian Peoples

Palestine PalestineUnderAttack
  Iran PrayForPalestine
IsraelTerorrist
Hezbollah Israel  Lebanon
 Hamas Gaza
SupportGaza فلسطين Lebanonnews Gaza  AlAqsaFloodOperat","['even', 'birds', 'know', 'israel', 'terrorist', 'nation', 'free', 'palestine', 'pray', 'palestinian', 'peoples', 'palestine', 'palestineunderattack', 'iran', 'prayforpalestine', 'israelterorrist', 'hezbollah', 'israel', 'lebanon', 'hamas', 'gaza', 'supportgaza', 'فلسطين', 'lebanonnews', 'gaza', 'alaqsafloodoperat']"
"Gaza’s two biggest hospitals cease operations as WHO warns of rising deaths

FreePalestineFromIsrael PrayForPalestine","['gaza', 'two', 'biggest', 'hospitals', 'cease', 'operations', 'warns', 'rising', 'deaths', 'freepalestinefromisrael', 'prayforpalestine']"
"Palestine girls appeal 
Palestine 
PrayForPalestine StopTheWarNow","['palestine', 'girls', 'appeal', 'palestine', 'prayforpalestine', 'stopthewarnow']"
"I have concerns abt AI regarding
palestine Q 
GazaHolocaust freepalestine istandwithpalestine freepalestineistandwithpalestine palestinewillbefree palestineunderattack prayforpalestine gazaunderattack gazapalestine freegaza طوفانالاقص
10000 Palestinians","['concerns', 'abt', 'ai', 'regarding', 'palestine', 'q', 'gazaholocaust', 'freepalestine', 'istandwithpalestine', 'freepalestineistandwithpalestine', 'palestinewillbefree', 'palestineunderattack', 'prayforpalestine', 'gazaunderattack', 'gazapalestine', 'freegaza', 'طوفانالاقص', '10000', 'palestinians']"
"American nurse talks about her experience in Gaza 

palestine savepalestine savegaza palestina palestinian jerusalem children israel alquds bds islam alaqsa prayforpalestine gazastrip turkey savepalestina savealaqsa muslim humanrights apartheid 
gaza…","['american', 'nurse', 'talks', 'experience', 'gaza', 'palestine', 'savepalestine', 'savegaza', 'palestina', 'palestinian', 'jerusalem', 'children', 'israel', 'alquds', 'bds', 'islam', 'alaqsa', 'prayforpalestine', 'gazastrip', 'turkey', 'savepalestina', 'savealaqsa', 'muslim', 'humanrights', 'apartheid']"
